,values,CDF
3187,0,0.5
3188,0,0.5
3189,24,1
3190,0,0.5
3191,5,0.999999713
3192,9,1
3193,16,1
3194,13,1
3195,5,0.999999713
3196,10,1
3197,13,1
3198,13,1
3199,3,0.998650102
3200,10,1
3201,6,0.999999999
3202,7,1
3203,6,0.999999999
3204,15,1
3205,0,0.5
3206,15,1
3207,3,0.998650102
3208,24,1
3209,6,0.999999999
3210,13,1
3211,12,1
3212,9,1
3213,13,1
3214,17,1
3215,14,1
3216,13,1
3217,13,1
3218,8,1
3219,9,1
3220,12,1
3221,11,1
3222,10,1
3223,1,0.841344746
3224,8,1
3225,8,1
3226,8,1
3227,18,1
3228,9,1
3229,8,1
3230,18,1
3231,6,0.999999999
3232,22,1
3233,5,0.999999713
3234,3,0.998650102
3235,7,1
3236,0,0.5
3237,6,0.999999999
3238,4,0.999968329
3239,16,1
3240,10,1
3241,6,0.999999999
3242,6,0.999999999
3243,15,1
3244,0,0.5
3245,0,0.5
3246,22,1
3247,14,1
3248,14,1
3249,0,0.5
3250,14,1
3251,15,1
3252,10,1
3253,15,1
3254,17,1
3255,12,1
3256,18,1
3257,12,1
3258,18,1
3259,7,1
3260,8,1
3261,6,0.999999999
3262,14,1
3263,10,1
3264,9,1
3265,5,0.999999713
3266,11,1
3267,22,1
3268,8,1
3269,7,1
3270,4,0.999968329
3271,4,0.999968329
3272,9,1
3273,8,1
3274,4,0.999968329
3275,4,0.999968329
3276,9,1
3277,16,1
3278,10,1
3279,1,0.841344746
3280,2,0.977249868
3281,0,0.5
3282,0,0.5
3283,4,0.999968329
3284,0,0.5
3285,0,0.5
3286,21,1
3287,19,1
3288,21,1
3289,8,1
3290,7,1
3291,5,0.999999713
3292,8,1
3293,6,0.999999999
3294,21,1
3295,13,1
3296,15,1
3297,9,1
3298,0,0.5
3299,11,1
3300,10,1
3301,5,0.999999713
3302,21,1
3303,11,1
3304,9,1
3305,0,0.5
3306,9,1
3307,11,1
3308,12,1
3309,8,1
3310,15,1
3311,12,1
3312,5,0.999999713
3313,10,1
3314,11,1
3315,6,0.999999999
3316,15,1
3317,0,0.5
3318,0,0.5
3319,14,1
3320,15,1
3321,5,0.999999713
3322,0,0.5
3323,0,0.5
3324,21,1
3325,4,0.999968329
3326,14,1
3327,21,1
3328,4,0.999968329
3329,12,1
3330,3,0.998650102
3331,9,1
3332,4,0.999968329
3333,11,1
3334,16,1
3335,19,1
3336,0,0.5
3337,15,1
3338,2,0.977249868
3339,12,1
3340,7,1
3341,7,1
3342,17,1
3343,12,1
3344,8,1
3345,7,1
3346,9,1
3347,7,1
3348,11,1
3349,12,1
3350,14,1
3351,13,1
3352,11,1
3353,10,1
3354,11,1
3355,5,0.999999713
3356,12,1
3357,4,0.999968329
3358,3,0.998650102
3359,4,0.999968329
3360,9,1
3361,9,1
3362,6,0.999999999
3363,15,1
3364,13,1
3365,3,0.998650102
3366,15,1
3367,3,0.998650102
3368,15,1
3369,20,1
3370,8,1
3371,10,1
3372,2,0.977249868
3373,13,1
3374,10,1
3375,1,0.841344746
3376,8,1
3377,8,1
3378,10,1
3379,10,1
3380,18,1
3381,15,1
3382,4,0.999968329
3383,11,1
3384,8,1
3385,11,1
3386,9,1
3387,10,1
3388,10,1
3389,10,1
3390,8,1
3391,0,0.5
3392,3,0.998650102
3393,22,1
3394,17,1
3395,6,0.999999999
3396,0,0.5
3397,5,0.999999713
3398,16,1
3399,12,1
3400,4,0.999968329
3401,4,0.999968329
3402,13,1
3403,9,1
3404,7,1
3405,12,1
3406,12,1
3407,6,0.999999999
3408,11,1
3409,0,0.5
3410,11,1
3411,17,1
3412,12,1
3413,10,1
3414,8,1
3415,9,1
3416,9,1
3417,2,0.977249868
3418,9,1
3419,15,1
3420,15,1
3421,16,1
3422,3,0.998650102
3423,14,1
3424,15,1
3425,6,0.999999999
3426,17,1
3427,1,0.841344746
3428,13,1
3429,0,0.5
3430,10,1
3431,21,1
3432,13,1
3433,0,0.5
3434,13,1
3435,0,0.5
3436,10,1
3437,0,0.5
3438,13,1
3439,4,0.999968329
3440,9,1
3441,8,1
3442,7,1
3443,9,1
3444,14,1
3445,10,1
3446,9,1
3447,1,0.841344746
3448,11,1
3449,9,1
3450,5,0.999999713
3451,21,1
3452,17,1
3453,16,1
3454,14,1
3455,17,1
3456,4,0.999968329
3457,18,1
3458,23,1
3459,12,1
3460,14,1
3461,10,1
3462,18,1
3463,5,0.999999713
3464,16,1
3465,0,0.5
3466,21,1
3467,5,0.999999713
3468,9,1
3469,11,1
3470,0,0.5
3471,7,1
3472,5,0.999999713
3473,4,0.999968329
3474,21,1
3475,0,0.5
3476,3,0.998650102
3477,19,1
3478,2,0.977249868
3479,3,0.998650102
3480,20,1
3481,2,0.977249868
3482,6,0.999999999
3483,3,0.998650102
3484,16,1
3485,1,0.841344746
3486,14,1
3487,3,0.998650102
3488,8,1
3489,21,1
3490,13,1
3491,0,0.5
3492,2,0.977249868
3493,11,1
3494,27,1
3495,0,0.5
3496,8,1
3497,11,1
3498,8,1
3499,4,0.999968329
3500,20,1
3501,15,1
3502,0,0.5
3503,0,0.5
3504,9,1
3505,15,1
3506,15,1
3507,17,1
3508,5,0.999999713
3509,5,0.999999713
3510,21,1
3511,7,1
3512,3,0.998650102
3513,10,1
3514,13,1
3515,0,0.5
3516,15,1
3517,12,1
3518,15,1
3519,6,0.999999999
3520,9,1
3521,1,0.841344746
3522,10,1
3523,2,0.977249868
3524,16,1
3525,3,0.998650102
3526,0,0.5
3527,15,1
3528,0,0.5
3529,3,0.998650102
3530,16,1
3531,26,1
3532,9,1
3533,15,1
3534,0,0.5
3535,21,1
3536,12,1
3537,4,0.999968329
3538,12,1
3539,5,0.999999713
3540,11,1
3541,13,1
3542,17,1
3543,5,0.999999713
3544,11,1
3545,10,1
3546,19,1
3547,20,1
3548,20,1
3549,10,1
3550,0,0.5
3551,15,1
3552,11,1
3553,2,0.977249868
3554,8,1
3555,4,0.999968329
3556,5,0.999999713
3557,11,1
3558,0,0.5
3559,0,0.5
3560,12,1
3561,1,0.841344746
3562,10,1
3563,15,1
3564,8,1
3565,8,1
3566,9,1
3567,5,0.999999713
3568,17,1
3569,14,1
3570,17,1
3571,10,1
3572,0,0.5
3573,10,1
3574,11,1
3575,19,1
3576,22,1
3577,7,1
3578,4,0.999968329
3579,13,1
3580,19,1
3581,0,0.5
3582,7,1
3583,15,1
3584,21,1
3585,8,1
3586,0,0.5
3587,4,0.999968329
3588,14,1
3589,27,1
3590,11,1
3591,0,0.5
3592,11,1
3593,9,1
3594,0,0.5
3595,13,1
3596,18,1
3597,8,1
3598,19,1
3599,4,0.999968329
3600,14,1
3601,7,1
3602,18,1
3603,9,1
3604,4,0.999968329
3605,8,1
3606,14,1
3607,16,1
3608,0,0.5
3609,24,1
3610,7,1
3611,10,1
3612,21,1
3613,0,0.5
3614,1,0.841344746
3615,3,0.998650102
3616,0,0.5
3617,16,1
3618,19,1
3619,15,1
3620,7,1
3621,5,0.999999713
3622,15,1
3623,8,1
3624,16,1
3625,13,1
3626,6,0.999999999
3627,12,1
3628,0,0.5
3629,9,1
3630,6,0.999999999
3631,9,1
3632,15,1
3633,0,0.5
3634,18,1
3635,5,0.999999713
3636,7,1
3637,18,1
3638,16,1
3639,1,0.841344746
3640,12,1
3641,3,0.998650102
3642,15,1
3643,4,0.999968329
3644,18,1
3645,21,1
3646,0,0.5
3647,7,1
3648,3,0.998650102
3649,13,1
3650,7,1
3651,7,1
3652,14,1
3653,17,1
3654,10,1
3655,4,0.999968329
3656,4,0.999968329
3657,5,0.999999713
3658,10,1
3659,7,1
3660,7,1
3661,6,0.999999999
3662,0,0.5
3663,12,1
3664,7,1
3665,13,1
3666,12,1
3667,13,1
3668,16,1
3669,4,0.999968329
3670,7,1
3671,0,0.5
3672,12,1
3673,13,1
3674,12,1
3675,21,1
3676,15,1
3677,11,1
3678,4,0.999968329
3679,9,1
3680,13,1
3681,8,1
3682,7,1
3683,2,0.977249868
3684,7,1
3685,15,1
3686,12,1
3687,4,0.999968329
3688,0,0.5
3689,6,0.999999999
3690,6,0.999999999
3691,11,1
3692,3,0.998650102
3693,10,1
3694,14,1
3695,7,1
3696,25,1
3697,14,1
3698,9,1
3699,5,0.999999713
3700,16,1
3701,3,0.998650102
3702,7,1
3703,5,0.999999713
3704,12,1
3705,12,1
3706,8,1
3707,9,1
3708,12,1
3709,11,1
3710,14,1
3711,9,1
3712,24,1
3713,3,0.998650102
3714,19,1
3715,1,0.841344746
3716,4,0.999968329
3717,0,0.5
3718,8,1
3719,16,1
3720,1,0.841344746
3721,10,1
3722,4,0.999968329
3723,11,1
3724,0,0.5
3725,15,1
3726,2,0.977249868
3727,0,0.5
3728,5,0.999999713
3729,4,0.999968329
3730,7,1
3731,5,0.999999713
3732,1,0.841344746
3733,9,1
3734,3,0.998650102
3735,8,1
3736,17,1
3737,16,1
3738,3,0.998650102
3739,4,0.999968329
3740,7,1
3741,12,1
3742,7,1
3743,3,0.998650102
3744,6,0.999999999
3745,15,1
3746,0,0.5
3747,8,1
3748,8,1
3749,17,1
3750,16,1
3751,0,0.5
3752,18,1
3753,13,1
3754,4,0.999968329
3755,10,1
3756,17,1
3757,14,1
3758,0,0.5
3759,16,1
3760,2,0.977249868
3761,0,0.5
3762,10,1
3763,0,0.5
3764,8,1
3765,8,1
3766,0,0.5
3767,7,1
3768,15,1
3769,14,1
3770,5,0.999999713
3771,7,1
3772,8,1
3773,15,1
3774,8,1
3775,5,0.999999713
3776,7,1
3777,13,1
3778,7,1
3779,7,1
3780,13,1
3781,7,1
3782,2,0.977249868
3783,3,0.998650102
3784,10,1
3785,0,0.5
3786,10,1
3787,12,1
3788,4,0.999968329
3789,6,0.999999999
3790,13,1
3791,0,0.5
3792,0,0.5
3793,24,1
3794,2,0.977249868
3795,4,0.999968329
3796,4,0.999968329
3797,7,1
3798,9,1
3799,6,0.999999999
3800,7,1
3801,9,1
3802,9,1
3803,13,1
3804,8,1
3805,13,1
3806,14,1
3807,10,1
3808,10,1
3809,9,1
3810,6,0.999999999
3811,10,1
3812,1,0.841344746
3813,11,1
3814,5,0.999999713
3815,16,1
3816,5,0.999999713
3817,9,1
3818,0,0.5
3819,6,0.999999999
3820,5,0.999999713
3821,13,1
3822,13,1
3823,10,1
3824,8,1
3825,7,1
3826,13,1
3827,14,1
3828,18,1
3829,13,1
3830,7,1
3831,10,1
3832,10,1
3833,0,0.5
3834,6,0.999999999
3835,21,1
3836,6,0.999999999
3837,7,1
3838,7,1
3839,15,1
3840,0,0.5
3841,14,1
3842,0,0.5
3843,9,1
3844,20,1
3845,10,1
3846,6,0.999999999
3847,16,1
3848,18,1
3849,25,1
3850,2,0.977249868
3851,0,0.5
3852,17,1
3853,18,1
3854,15,1
3855,12,1
3856,10,1
3857,23,1
3858,12,1
3859,14,1
3860,7,1
3861,12,1
3862,5,0.999999713
3863,3,0.998650102
3864,0,0.5
3865,16,1
3866,3,0.998650102
3867,2,0.977249868
3868,5,0.999999713
3869,21,1
3870,13,1
3871,18,1
3872,12,1
3873,20,1
3874,10,1
3875,14,1
3876,17,1
3877,7,1
3878,3,0.998650102
3879,11,1
3880,6,0.999999999
3881,9,1
3882,0,0.5
3883,13,1
3884,0,0.5
3885,12,1
3886,8,1
3887,18,1
3888,0,0.5
3889,13,1
3890,5,0.999999713
3891,11,1
3892,3,0.998650102
3893,9,1
3894,13,1
3895,15,1
3896,9,1
3897,10,1
3898,0,0.5
3899,13,1
3900,12,1
3901,3,0.998650102
3902,7,1
3903,15,1
3904,18,1
3905,4,0.999968329
3906,7,1
3907,8,1
3908,9,1
3909,12,1
3910,16,1
3911,12,1
3912,11,1
3913,21,1
3914,3,0.998650102
3915,8,1
3916,19,1
3917,5,0.999999713
3918,0,0.5
3919,5,0.999999713
3920,17,1
3921,0,0.5
3922,11,1
3923,10,1
3924,9,1
3925,12,1
3926,23,1
3927,15,1
3928,13,1
3929,14,1
3930,0,0.5
3931,13,1
3932,16,1
3933,13,1
3934,6,0.999999999
3935,3,0.998650102
3936,6,0.999999999
3937,15,1
3938,9,1
3939,0,0.5
3940,15,1
3941,10,1
3942,13,1
3943,16,1
3944,18,1
3945,10,1
3946,10,1
3947,17,1
3948,21,1
3949,10,1
3950,18,1
3951,14,1
3952,6,0.999999999
3953,11,1
3954,2,0.977249868
3955,11,1
3956,13,1
3957,4,0.999968329
3958,15,1
3959,11,1
3960,23,1
3961,18,1
3962,12,1
3963,10,1
3964,22,1
3965,4,0.999968329
3966,8,1
3967,6,0.999999999
3968,14,1
3969,22,1
3970,3,0.998650102
3971,13,1
3972,0,0.5
3973,9,1
3974,12,1
3975,6,0.999999999
3976,29,1
3977,2,0.977249868
3978,8,1
3979,18,1
3980,8,1
3981,5,0.999999713
3982,14,1
3983,15,1
3984,2,0.977249868
3985,6,0.999999999
3986,8,1
3987,0,0.5
3988,5,0.999999713
3989,15,1
3990,16,1
3991,0,0.5
3992,15,1
3993,0,0.5
3994,4,0.999968329
3995,7,1
3996,1,0.841344746
3997,17,1
3998,17,1
3999,7,1
4000,14,1
4001,12,1
4002,21,1
4003,22,1
4004,12,1
4005,0,0.5
4006,34,1
4007,7,1
4008,10,1
4009,16,1
4010,19,1
4011,28,1
4012,32,1
4013,3,0.998650102
4014,12,1
4015,12,1
4016,33,1
4017,5,0.999999713
4018,2,0.977249868
4019,15,1
4020,10,1
4021,29,1
4022,6,0.999999999
4023,28,1
4024,0,0.5
4025,6,0.999999999
4026,17,1
4027,25,1
4028,4,0.999968329
4029,12,1
4030,12,1
4031,2,0.977249868
4032,15,1
4033,13,1
4034,10,1
4035,9,1
4036,8,1
4037,25,1
4038,19,1
4039,20,1
4040,23,1
4041,28,1
4042,18,1
4043,4,0.999968329
4044,30,1
4045,21,1
4046,0,0.5
4047,21,1
4048,1,0.841344746
4049,11,1
4050,6,0.999999999
4051,10,1
4052,0,0.5
4053,15,1
4054,38,1
4055,11,1
4056,17,1
4057,5,0.999999713
4058,13,1
4059,18,1
4060,22,1
4061,34,1
4062,0,0.5
4063,26,1
4064,13,1
4065,15,1
4066,4,0.999968329
4067,16,1
4068,8,1
4069,11,1
4070,10,1
4071,18,1
4072,0,0.5
4073,16,1
4074,18,1
4075,20,1
4076,17,1
4077,9,1
4078,0,0.5
4079,12,1
4080,16,1
4081,6,0.999999999
4082,8,1
4083,29,1
4084,25,1
4085,0,0.5
4086,0,0.5
4087,2,0.977249868
4088,39,1
4089,5,0.999999713
4090,23,1
4091,25,1
4092,19,1
4093,13,1
4094,9,1
4095,24,1
4096,14,1
4097,2,0.977249868
4098,15,1
4099,15,1
4100,9,1
4101,20,1
4102,30,1
4103,12,1
4104,17,1
4105,6,0.999999999
4106,4,0.999968329
4107,14,1
4108,6,0.999999999
4109,10,1
4110,10,1
4111,10,1
4112,13,1
4113,9,1
4114,9,1
4115,29,1
4116,2,0.977249868
4117,9,1
4118,19,1
4119,4,0.999968329
4120,6,0.999999999
4121,15,1
4122,8,1
4123,26,1
4124,17,1
4125,13,1
4126,15,1
4127,8,1
4128,5,0.999999713
4129,16,1
4130,39,1
4131,24,1
4132,13,1
4133,15,1
4134,34,1
4135,0,0.5
4136,23,1
4137,15,1
4138,10,1
4139,23,1
4140,4,0.999968329
4141,23,1
4142,2,0.977249868
4143,0,0.5
4144,8,1
4145,11,1
4146,7,1
4147,9,1
4148,13,1
4149,9,1
4150,22,1
4151,13,1
4152,30,1
4153,11,1
4154,20,1
4155,20,1
4156,6,0.999999999
4157,8,1
4158,8,1
4159,13,1
4160,20,1
4161,17,1
4162,8,1
4163,0,0.5
4164,24,1
4165,7,1
4166,13,1
4167,4,0.999968329
4168,2,0.977249868
4169,21,1
4170,24,1
4171,15,1
4172,0,0.5
4173,8,1
4174,21,1
4175,7,1
4176,15,1
4177,22,1
4178,21,1
4179,32,1
4180,9,1
4181,20,1
4182,13,1
4183,14,1
4184,30,1
4185,18,1
4186,0,0.5
4187,10,1
4188,14,1
4189,13,1
4190,12,1
4191,22,1
4192,7,1
4193,19,1
4194,20,1
4195,9,1
4196,40,1
4197,16,1
4198,0,0.5
4199,15,1
4200,8,1
4201,40,1
4202,9,1
4203,23,1
4204,5,0.999999713
4205,13,1
4206,7,1
4207,11,1
4208,21,1
4209,14,1
4210,21,1
4211,22,1
4212,19,1
4213,23,1
4214,28,1
4215,22,1
4216,6,0.999999999
4217,9,1
4218,0,0.5
4219,8,1
4220,31,1
4221,4,0.999968329
4222,25,1
4223,21,1
4224,5,0.999999713
4225,6,0.999999999
4226,12,1
4227,16,1
4228,9,1
4229,30,1
4230,0,0.5
4231,14,1
4232,11,1
4233,30,1
4234,17,1
4235,22,1
4236,6,0.999999999
4237,18,1
4238,22,1
4239,8,1
4240,0,0.5
4241,5,0.999999713
4242,19,1
4243,23,1
4244,7,1
4245,9,1
4246,9,1
4247,11,1
4248,10,1
4249,17,1
4250,1,0.841344746
4251,8,1
4252,15,1
4253,10,1
4254,9,1
4255,28,1
4256,23,1
4257,11,1
4258,19,1
4259,0,0.5
4260,18,1
4261,9,1
4262,27,1
4263,6,0.999999999
4264,0,0.5
4265,35,1
4266,18,1
4267,22,1
4268,6,0.999999999
4269,12,1
4270,11,1
4271,7,1
4272,26,1
4273,16,1
4274,0,0.5
4275,31,1
4276,11,1
4277,29,1
4278,17,1
4279,16,1
4280,9,1
4281,18,1
4282,6,0.999999999
4283,6,0.999999999
4284,16,1
4285,14,1
4286,27,1
4287,14,1
4288,23,1
4289,21,1
4290,38,1
4291,13,1
4292,32,1
4293,22,1
4294,0,0.5
4295,31,1
4296,3,0.998650102
4297,13,1
4298,14,1
4299,11,1
4300,26,1
4301,26,1
4302,19,1
4303,15,1
4304,19,1
4305,10,1
4306,36,1
4307,23,1
4308,31,1
4309,8,1
4310,10,1
4311,3,0.998650102
4312,24,1
4313,3,0.998650102
4314,5,0.999999713
4315,5,0.999999713
4316,26,1
4317,13,1
4318,11,1
4319,9,1
4320,17,1
4321,17,1
4322,5,0.999999713
4323,26,1
4324,19,1
4325,7,1
4326,13,1
4327,30,1
4328,3,0.998650102
4329,17,1
4330,19,1
4331,29,1
4332,0,0.5
4333,0,0.5
4334,16,1
4335,20,1
4336,6,0.999999999
4337,22,1
4338,9,1
4339,15,1
4340,27,1
4341,13,1
4342,15,1
4343,4,0.999968329
4344,21,1
4345,10,1
4346,0,0.5
4347,3,0.998650102
4348,10,1
4349,7,1
4350,17,1
4351,7,1
4352,14,1
4353,23,1
4354,28,1
4355,19,1
4356,29,1
4357,25,1
4358,13,1
4359,0,0.5
4360,14,1
4361,12,1
4362,13,1
4363,16,1
4364,12,1
4365,19,1
4366,8,1
4367,35,1
4368,8,1
4369,31,1
4370,12,1
4371,18,1
4372,1,0.841344746
4373,19,1
4374,36,1
4375,18,1
4376,42,1
4377,17,1
4378,51,1
4379,19,1
4380,0,0.5
4381,0,0.5
4382,0,0.5
4383,10,1
4384,33,1
4385,17,1
4386,24,1
4387,19,1
4388,3,0.998650102
4389,7,1
4390,11,1
4391,10,1
4392,0,0.5
4393,26,1
4394,22,1
4395,24,1
4396,0,0.5
4397,20,1
4398,24,1
4399,17,1
4400,6,0.999999999
4401,12,1
4402,2,0.977249868
4403,12,1
4404,4,0.999968329
4405,49,1
4406,5,0.999999713
4407,1,0.841344746
4408,0,0.5
4409,11,1
4410,34,1
4411,0,0.5
4412,16,1
4413,10,1
4414,36,1
4415,5,0.999999713
4416,0,0.5
4417,10,1
4418,14,1
4419,23,1
4420,5,0.999999713
4421,14,1
4422,25,1
4423,22,1
4424,20,1
4425,25,1
4426,13,1
4427,30,1
4428,14,1
4429,17,1
4430,20,1
4431,10,1
4432,38,1
4433,17,1
4434,20,1
4435,11,1
4436,24,1
4437,21,1
4438,8,1
4439,11,1
4440,3,0.998650102
4441,17,1
4442,15,1
4443,8,1
4444,17,1
4445,17,1
4446,9,1
4447,24,1
4448,0,0.5
4449,5,0.999999713
4450,0,0.5
4451,17,1
4452,29,1
4453,13,1
4454,11,1
4455,19,1
4456,9,1
4457,15,1
4458,0,0.5
4459,11,1
4460,0,0.5
4461,23,1
4462,26,1
4463,0,0.5
4464,4,0.999968329
4465,7,1
4466,25,1
4467,22,1
4468,30,1
4469,26,1
4470,18,1
4471,17,1
4472,3,0.998650102
4473,18,1
4474,9,1
4475,0,0.5
4476,9,1
4477,29,1
4478,1,0.841344746
4479,14,1
4480,30,1
4481,25,1
4482,18,1
4483,22,1
4484,5,0.999999713
4485,0,0.5
4486,25,1
4487,16,1
4488,9,1
4489,32,1
4490,7,1
4491,22,1
4492,27,1
4493,19,1
4494,18,1
4495,4,0.999968329
4496,14,1
4497,24,1
4498,19,1
4499,26,1
4500,15,1
4501,16,1
4502,10,1
4503,24,1
4504,6,0.999999999
4505,21,1
4506,22,1
4507,22,1
4508,14,1
4509,14,1
4510,7,1
4511,31,1
4512,18,1
4513,25,1
4514,14,1
4515,26,1
4516,8,1
4517,22,1
4518,11,1
4519,22,1
4520,9,1
4521,30,1
4522,23,1
4523,12,1
4524,13,1
4525,14,1
4526,38,1
4527,37,1
4528,19,1
4529,13,1
4530,11,1
4531,13,1
4532,0,0.5
4533,5,0.999999713
4534,1,0.841344746
4535,22,1
4536,16,1
4537,25,1
4538,28,1
4539,28,1
4540,26,1
4541,0,0.5
4542,21,1
4543,16,1
4544,20,1
4545,6,0.999999999
4546,21,1
4547,10,1
4548,11,1
4549,38,1
4550,1,0.841344746
4551,19,1
4552,24,1
4553,22,1
4554,3,0.998650102
4555,27,1
4556,0,0.5
4557,21,1
4558,7,1
4559,7,1
4560,16,1
4561,0,0.5
4562,33,1
4563,10,1
4564,16,1
4565,15,1
4566,20,1
4567,17,1
4568,25,1
4569,9,1
4570,16,1
4571,25,1
4572,29,1
4573,0,0.5
4574,16,1
4575,18,1
4576,15,1
4577,23,1
4578,23,1
4579,21,1
4580,27,1
4581,28,1
4582,24,1
4583,0,0.5
4584,9,1
4585,19,1
4586,3,0.998650102
4587,4,0.999968329
4588,14,1
4589,15,1
4590,16,1
4591,3,0.998650102
4592,0,0.5
4593,15,1
4594,17,1
4595,31,1
4596,8,1
4597,0,0.5
4598,17,1
4599,14,1
4600,29,1
4601,35,1
4602,14,1
4603,0,0.5
4604,26,1
4605,0,0.5
4606,22,1
4607,19,1
4608,3,0.998650102
4609,21,1
4610,20,1
4611,0,0.5
4612,1,0.841344746
4613,7,1
4614,14,1
4615,16,1
4616,16,1
4617,33,1
4618,0,0.5
4619,23,1
4620,9,1
4621,23,1
4622,18,1
4623,19,1
4624,14,1
4625,21,1
4626,13,1
4627,22,1
4628,31,1
4629,12,1
4630,17,1
4631,22,1
4632,1,0.841344746
4633,29,1
4634,8,1
4635,13,1
4636,19,1
4637,30,1
4638,42,1
4639,23,1
4640,19,1
4641,0,0.5
4642,18,1
4643,0,0.5
4644,8,1
4645,30,1
4646,12,1
4647,11,1
4648,8,1
4649,17,1
4650,22,1
4651,0,0.5
4652,5,0.999999713
4653,22,1
4654,24,1
4655,20,1
4656,7,1
4657,25,1
4658,28,1
4659,9,1
4660,18,1
4661,16,1
4662,12,1
4663,31,1
4664,21,1
4665,1,0.841344746
4666,10,1
4667,27,1
4668,30,1
4669,9,1
4670,9,1
4671,4,0.999968329
4672,19,1
4673,12,1
4674,16,1
4675,14,1
4676,15,1
4677,13,1
4678,0,0.5
4679,2,0.977249868
4680,13,1
4681,14,1
4682,10,1
4683,6,0.999999999
4684,12,1
4685,13,1
4686,8,1
4687,5,0.999999713
4688,6,0.999999999
4689,0,0.5
4690,6,0.999999999
4691,15,1
4692,32,1
4693,25,1
4694,11,1
4695,21,1
4696,14,1
4697,0,0.5
4698,20,1
4699,19,1
4700,8,1
4701,15,1
4702,23,1
4703,0,0.5
4704,12,1
4705,0,0.5
4706,9,1
4707,21,1
4708,12,1
4709,3,0.998650102
4710,16,1
4711,8,1
4712,7,1
4713,11,1
4714,11,1
4715,10,1
4716,17,1
4717,29,1
4718,12,1
4719,22,1
4720,4,0.999968329
4721,17,1
4722,13,1
4723,4,0.999968329
4724,10,1
4725,0,0.5
4726,27,1
4727,31,1
4728,11,1
4729,12,1
4730,26,1
4731,27,1
4732,20,1
4733,18,1
4734,12,1
4735,18,1
4736,16,1
4737,19,1
4738,23,1
4739,12,1
4740,34,1
4741,0,0.5
4742,21,1
4743,14,1
4744,22,1
4745,0,0.5
4746,9,1
4747,33,1
4748,10,1
4749,25,1
4750,28,1
4751,12,1
4752,11,1
4753,21,1
4754,25,1
4755,14,1
4756,7,1
4757,22,1
4758,27,1
4759,14,1
4760,8,1
4761,3,0.998650102
4762,24,1
4763,12,1
4764,12,1
4765,6,0.999999999
4766,14,1
4767,16,1
4768,27,1
4769,25,1
4770,41,1
4771,7,1
4772,0,0.5
4773,28,1
4774,2,0.977249868
4775,12,1
4776,34,1
4777,12,1
4778,5,0.999999713
4779,21,1
4780,24,1
4781,11,1
4782,15,1
4783,13,1
4784,22,1
4785,1,0.841344746
4786,21,1
4787,14,1
4788,0,0.5
4789,10,1
4790,18,1
4791,24,1
4792,16,1
4793,12,1
4794,22,1
4795,0,0.5
4796,23,1
4797,14,1
4798,9,1
4799,21,1
4800,5,0.999999713
4801,13,1
4802,7,1
4803,0,0.5
4804,29,1
4805,18,1
4806,11,1
4807,3,0.998650102
4808,36,1
4809,3,0.998650102
4810,4,0.999968329
4811,1,0.841344746
4812,20,1
4813,19,1
4814,19,1
4815,22,1
4816,13,1
4817,19,1
4818,23,1
4819,17,1
4820,11,1
4821,9,1
4822,12,1
4823,18,1
4824,8,1
4825,26,1
4826,24,1
4827,7,1
4828,17,1
4829,0,0.5
4830,29,1
4831,12,1
4832,7,1
4833,15,1
4834,13,1
4835,14,1
4836,12,1
4837,21,1
4838,4,0.999968329
4839,28,1
4840,14,1
4841,2,0.977249868
4842,27,1
4843,11,1
4844,11,1
4845,20,1
4846,18,1
4847,22,1
4848,17,1
4849,17,1
4850,0,0.5
4851,16,1
4852,15,1
4853,21,1
4854,25,1
4855,32,1
4856,7,1
4857,1,0.841344746
4858,10,1
4859,21,1
4860,25,1
4861,30,1
4862,20,1
4863,0,0.5
4864,24,1
4865,8,1
4866,20,1
4867,8,1
4868,18,1
4869,21,1
4870,29,1
4871,38,1
4872,4,0.999968329
4873,14,1
4874,15,1
4875,24,1
4876,18,1
4877,32,1
4878,17,1
4879,17,1
4880,5,0.999999713
4881,0,0.5
4882,10,1
4883,1,0.841344746
4884,8,1
4885,17,1
4886,18,1
4887,19,1
4888,17,1
4889,17,1
4890,5,0.999999713
4891,17,1
4892,29,1
4893,10,1
4894,17,1
4895,17,1
4896,28,1
4897,3,0.998650102
4898,19,1
4899,23,1
4900,2,0.977249868
4901,9,1
4902,0,0.5
4903,25,1
4904,23,1
4905,19,1
4906,0,0.5
4907,28,1
4908,18,1
4909,4,0.999968329
4910,0,0.5
4911,20,1
4912,8,1
4913,22,1
4914,18,1
4915,7,1
4916,28,1
4917,35,1
4918,16,1
4919,0,0.5
4920,37,1
4921,19,1
4922,7,1
4923,16,1
4924,21,1
4925,18,1
4926,21,1
4927,6,0.999999999
4928,13,1
4929,9,1
4930,5,0.999999713
4931,21,1
4932,0,0.5
4933,5,0.999999713
4934,17,1
4935,0,0.5
4936,5,0.999999713
4937,23,1
4938,14,1
4939,31,1
4940,13,1
4941,14,1
4942,16,1
4943,0,0.5
4944,32,1
4945,7,1
4946,23,1
4947,13,1
4948,5,0.999999713
4949,24,1
4950,2,0.977249868
4951,23,1
4952,4,0.999968329
4953,11,1
4954,15,1
4955,21,1
4956,15,1
4957,19,1
4958,7,1
4959,18,1
4960,35,1
4961,15,1
4962,38,1
4963,25,1
4964,38,1
4965,0,0.5
4966,8,1
